TIGR4.old,D39.old,TIGR4.new,TAIWAN.19F.new,TAIWAN.19F.old,D39.new,Location.Tag,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,Gene.Name,Gene.Description,Pathway,Pathway.Name
SP_1817,SPD_1602,SP_RS09020,SPT_RS08660,SPT_1740,SPD_RS08470,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,trpE,anthranilate synthase component I,spn01100,Metabolic pathways 
SP_1817,SPD_1602,SP_RS09020,SPT_RS08660,SPT_1740,SPD_RS08470,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,trpE,anthranilate synthase component I,spn01110,Biosynthesis of secondary metabolites 
SP_1817,SPD_1602,SP_RS09020,SPT_RS08660,SPT_1740,SPD_RS08470,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,trpE,anthranilate synthase component I,spn01130,Biosynthesis of antibiotics 
SP_1817,SPD_1602,SP_RS09020,SPT_RS08660,SPT_1740,SPD_RS08470,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,trpE,anthranilate synthase component I,spn01230,Biosynthesis of amino acids 
SP_1817,SPD_1602,SP_RS09020,SPT_RS08660,SPT_1740,SPD_RS08470,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,trpE,anthranilate synthase component I,spn02024,Quorum sensing 
SP_1823,SPD_1606,SP_RS09045,SPT_RS08685,SPT_1743,SPD_RS08495,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,mgtC,Mg(2+)-transport-ATPase-associated protein MgtC,,
SP_1833,SPD_1617,SP_RS09095,SPT_RS08735,SPT_1752,SPD_RS08545,Cell Wall,CELLULAR PROCESSES,,,Structural proteins,,,1,, Cell wall surface anchor family protein,,
SP_1839,SPD_1621,SP_RS09120,SPT_RS08750,SPT_1756,SPD_RS08570,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_1847,SPD_1628,SP_RS09165,SPT_RS08790,SPT_1764,SPD_RS08605,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,xpt,Xanthine phosphoribosyltransferase,spn00230,Purine metabolism 
SP_1847,SPD_1628,SP_RS09165,SPT_RS08790,SPT_1764,SPD_RS08605,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,xpt,Xanthine phosphoribosyltransferase,spn01100,Metabolic pathways 
SP_1847,SPD_1628,SP_RS09165,SPT_RS08790,SPT_1764,SPD_RS08605,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,xpt,Xanthine phosphoribosyltransferase,spn01110,Biosynthesis of secondary metabolites 
SP_1848,SPD_1629,SP_RS09170,SPT_RS08795,SPT_1765,SPD_RS08610,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Nucleotide metabolism,,2,pbuX,Xanthine permease,,
SP_1851,SPD_1632,SP_RS09185,SPT_RS08810,SPT_1768,SPD_RS08625,Intracellular,METABOLISM,,,Various metabolism,,,1,,acyl-CoA thioesterase,,
SP_1854,SPD_1635,SP_RS09200,SPT_RS08825,SPT_1771,SPD_RS08640,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,galR,Galactose operon repressor,,
SP_1863,SPD_1645,SP_RS09245,SPT_RS08870,SPT_1781,SPD_RS08700,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_1864,SPD_1646,SP_RS09250,SPT_RS08875,SPT_1782,SPD_RS08705,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1869,SPD_1649,SP_RS09270,SPT_RS08895,SPT_1786,SPD_RS08725,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_1870,SPD_1650,SP_RS09275,SPT_RS08900,SPT_1787,SPD_RS08730,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_1871,SPD_1651,SP_RS09280,SPT_RS08905,SPT_1788,SPD_RS08735,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_1872,SPD_1652,SP_RS09285,SPT_RS08910,SPT_1789,SPD_RS08740,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_1887,SPD_1667,SP_RS09375,SPT_RS09010,SPT_1809,SPD_RS08820,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiF,Oligopeptide transport ATP-binding protein AmiF,spn01501,beta-Lactam resistance 
SP_1887,SPD_1667,SP_RS09375,SPT_RS09010,SPT_1809,SPD_RS08820,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiF,Oligopeptide transport ATP-binding protein AmiF,spn02010,ABC transporters 
SP_1887,SPD_1667,SP_RS09375,SPT_RS09010,SPT_1809,SPD_RS08820,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiF,Oligopeptide transport ATP-binding protein AmiF,spn02024,Quorum sensing 
SP_1888,SPD_1668,SP_RS09380,SPT_RS09015,SPT_1810,SPD_RS08825,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiE,Oligopeptide transport ATP-binding protein AmiE,spn01501,beta-Lactam resistance 
SP_1888,SPD_1668,SP_RS09380,SPT_RS09015,SPT_1810,SPD_RS08825,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiE,Oligopeptide transport ATP-binding protein AmiE,spn02010,ABC transporters 
SP_1888,SPD_1668,SP_RS09380,SPT_RS09015,SPT_1810,SPD_RS08825,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiE,Oligopeptide transport ATP-binding protein AmiE,spn02024,Quorum sensing 
SP_1889,SPD_1669,SP_RS09385,SPT_RS09020,SPT_1811,SPD_RS08830,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiD,Oligopeptide transport ATP-binding protein AmiD,spn01501,beta-Lactam resistance 
SP_1889,SPD_1669,SP_RS09385,SPT_RS09020,SPT_1811,SPD_RS08830,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiD,Oligopeptide transport ATP-binding protein AmiD,spn02010,ABC transporters 
SP_1889,SPD_1669,SP_RS09385,SPT_RS09020,SPT_1811,SPD_RS08830,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiD,Oligopeptide transport ATP-binding protein AmiD,spn02024,Quorum sensing 
SP_1890,SPD_1670,SP_RS09390,SPT_RS09025,SPT_1812,SPD_RS08835,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiC,Oligopeptide transport ATP-binding protein AmiF,spn01501,beta-Lactam resistance 
SP_1890,SPD_1670,SP_RS09390,SPT_RS09025,SPT_1812,SPD_RS08835,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiC,Oligopeptide transport ATP-binding protein AmiF,spn02010,ABC transporters 
SP_1890,SPD_1670,SP_RS09390,SPT_RS09025,SPT_1812,SPD_RS08835,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,amiC,Oligopeptide transport ATP-binding protein AmiF,spn02024,Quorum sensing 
SP_1906,SPD_1709,SP_RS09585,SPT_RS09225,SPT_1855,SPD_RS09030,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,groEL,Heat shock protein 60 family chaperone GroEL,spn03018,RNA degradation 
SP_1907,SPD_1710,SP_RS09590,SPT_RS09230,SPT_1856,SPD_RS09035,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,groES,Heat shock protein 60 family co-chaperone GroES,,
SP_1911,SPD_1714,SP_RS09610,SPT_RS09250,SPT_1860,SPD_RS09055,,METABOLISM,,,Various metabolism,,,1,,Thioredoxin,,
SP_1912,SPD_1715,SP_RS09615,SPT_RS09255,SPT_1861,SPD_RS09060,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1914,SPD_1717,SP_RS09630,SPT_RS09275,SPT_1864,SPD_RS09075,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1915,SPD_1718,SP_RS09635,SPT_RS09280,SPT_1865,SPD_RS09080,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_1917,SPD_1720,SP_RS09645,SPT_RS09290,SPT_1867,SPD_RS09090,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1924,SPD_1727,SP_RS09675,SPT_RS09320,SPT_1873,SPD_RS09130,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1925,SPD_1728,SP_RS09680,SPT_RS09325,SPT_1874,SPD_RS09135,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1926,SPD_1729,SP_RS09685,SPT_RS09330,SPT_1875,SPD_RS09140,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1945,SPD_1744,SP_RS09775,SPT_RS09455,SPT_1903,SPD_RS09225,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1947,SPD_1746,SP_RS09785,SPT_RS09465,SPT_1905,SPD_RS09235,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1948,SPD_1747,SP_RS09790,n.p,n.p.,SPD_RS09240,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1949,SPD_1748,SP_RS09795,n.p,n.p.,SPD_RS09245,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1950,SPD_1749,SP_RS09800,n.p,n.p.,SPD_RS09250,,CELLULAR PROCESSES,,,Cellular community,,,1,,bacteriocin formation protein,,
SP_1986,SPD_1783,SP_RS09980,n.p,SPT_1966,SPD_RS09425,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1987,SPD_1784,SP_RS09985,SPT_RS09740,SPT_1967,SPD_RS09430,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,,
SP_1988,SPD_1785,SP_RS09990,SPT_RS09745,SPT_1968,SPD_RS09435,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,immunity protein,,
SP_1991,SPD_1788,SP_RS10005,SPT_RS09760,SPT_1971,SPD_RS09450,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1996,SPD_1793,SP_RS10030,SPT_RS09785,SPT_1976,SPD_RS09475,Intracellular,HYPOTHETICAL/UNKNOWN,,,,,,1,uspA,universal stress protein,,
SP_1998,SPD_1796,SP_RS10040,SPT_RS09795,SPT_1978,SPD_RS09485,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,L-asparaginase,spn00250,"Alanine, aspartate and glutamate metabolism "
SP_1998,SPD_1796,SP_RS10040,SPT_RS09795,SPT_1978,SPD_RS09485,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,L-asparaginase,spn00460,Cyanoamino acid metabolism 
SP_1998,SPD_1796,SP_RS10040,SPT_RS09795,SPT_1978,SPD_RS09485,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,L-asparaginase,spn01100,Metabolic pathways 
SP_1998,SPD_1796,SP_RS10040,SPT_RS09795,SPT_1978,SPD_RS09485,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,L-asparaginase,spn01110,Biosynthesis of secondary metabolites 
SP_2004,SPD_1802,SP_RS10075,SPT_RS09830,SPT_1985,SPD_RS09520,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2005,SPD_1803,SP_RS10080,SPT_RS09835,SPT_1986,SPD_RS09525,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2006,SPD_1818,SP_RS10155,SPT_RS09915,SPT_2002,SPD_RS09600,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,comX,Competence-specific sigma factor ComX,spn02020,Two-component system 
SP_2006,SPD_1818,SP_RS10155,SPT_RS09915,SPT_2002,SPD_RS09600,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,comX,Competence-specific sigma factor ComX,spn02024,Quorum sensing 
SP_2016,SPD_1826,SP_RS10205,SPT_RS09970,SPT_2013,SPD_RS09650,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,nadC,Quinolinate phosphoribosyltransferase,spn00760,Nicotinate and nicotinamide metabolism 
SP_2016,SPD_1826,SP_RS10205,SPT_RS09970,SPT_2013,SPD_RS09650,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,nadC,Quinolinate phosphoribosyltransferase,spn01100,Metabolic pathways 
SP_2017,SPD_1827,SP_RS10210,SPT_RS09975,SPT_2014,SPD_RS09655,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,dicarboxylate carrier protein MatC,,
SP_2021,SPD_1830,SP_RS10225,SPT_RS09990,SPT_2017,SPD_RS09670,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglB,beta-glucosidase,spn00460,Cyanoamino acid metabolism 
SP_2021,SPD_1830,SP_RS10225,SPT_RS09990,SPT_2017,SPD_RS09670,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglB,beta-glucosidase,spn00500,Starch and sucrose metabolism 
SP_2021,SPD_1830,SP_RS10225,SPT_RS09990,SPT_2017,SPD_RS09670,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglB,beta-glucosidase,spn01100,Metabolic pathways 
SP_2021,SPD_1830,SP_RS10225,SPT_RS09990,SPT_2017,SPD_RS09670,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglB,beta-glucosidase,spn01110,Biosynthesis of secondary metabolites 
SP_2028,SPD_1837,SP_RS10255,SPT_RS10020,SPT_2023,SPD_RS09700,Intracellular,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,"Folding, sorting, degradation",Membrane transport,,2,,protein-tyrosine phosphatase,,
SP_2039,SPD_1848,SP_RS10310,SPT_RS10075,SPT_2034,SPD_RS09755,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2069,SPD_1896,SP_RS10540,SPT_RS10300,SPT_2080,SPD_RS09990,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,gltX,glutamyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_2069,SPD_1896,SP_RS10540,SPT_RS10300,SPT_2080,SPD_RS09990,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,gltX,glutamyl-tRNA synthetase,spn01100,Metabolic pathways 
SP_2071,SPD_1898,SP_RS10550,SPT_RS10310,SPT_2082,SPD_RS10000,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2090,SPD_1916,SP_RS10640,n.p,n.p.,SPD_RS10090,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_2091,SPD_1918,SP_RS10645,SPT_RS10405,SPT_2101,SPD_RS10095,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,spn00564,Glycerophospholipid metabolism 
SP_2091,SPD_1918,SP_RS10645,SPT_RS10405,SPT_2101,SPD_RS10095,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,spn01110,Biosynthesis of secondary metabolites 
SP_2101,SPD_1927,SP_RS10700,SPT_RS10450,SPT_2110,SPD_RS10140,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Cofactor and vitamin metabolism,,2,,,spn00190,Oxidative phosphorylation 
SP_2102,SPD_1928,SP_RS10705,SPT_RS10455,SPT_2111,SPD_RS10145,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2105,SPD_1931,SP_RS10725,n.p,n.p.,SPD_RS10165,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2107,SPD_1933,SP_RS10740,SPT_RS10485,SPT_2115,SPD_RS10180,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,malM,4-alpha-glucanotransferase,spn00500,Starch and sucrose metabolism 
SP_2107,SPD_1933,SP_RS10740,SPT_RS10485,SPT_2115,SPD_RS10180,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,malM,4-alpha-glucanotransferase,spn01100,Metabolic pathways 
SP_2108,SPD_1934,SP_RS10745,SPT_RS10490,SPT_2116,SPD_RS10185,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,malX,"Maltodextrin ABC transporter, substrate-binding protein",spn02010,ABC transporters 
SP_2156,SPD_1984,SP_RS11000,SPT_RS10740,SPT_2169,SPD_RS10425,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_2157,SPD_1985,SP_RS11005,SPT_RS10745,SPT_2170,SPD_RS10430,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,,,
SP_2165,SPD_1993,SP_RS11045,SPT_RS10785,SPT_2178,SPD_RS10470,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,fucU,L-fucose mutarotase,,
SP_2195,SPD_2023,SP_RS11215,SPT_RS10950,SPT_2214,SPD_RS10620,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,ctsR,Transcriptional regulator CtsR,,
SP_2196,SPD_2024,SP_RS11220,SPT_RS10955,SPT_2215,SPD_RS10625,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ThiZ,"ABC thiamin transporter, ATP-binding component",,
SP_2197,SPD_2025,SP_RS11225,SPT_RS10960,SPT_2216,SPD_RS10630,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ThiY,"ABC thiamin transporter, thiamin-binding component",,
SP_2206,SPD_2033,SP_RS11265,SPT_RS11000,SPT_2224,SPD_RS10670,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,raiA,Ribosome-associated translation inhibitor,,
SP_2217,SPD_2044,SP_RS11320,SPT_RS11055,SPT_2235,SPD_RS10725,Membrane,CELLULAR PROCESSES,,,Cell division,,,1,mreD,rod shpae-determining protein,,
SP_2218,SPD_2045,SP_RS11325,SPT_RS11060,SPT_2236,SPD_RS10730,Membrane,CELLULAR PROCESSES,,,Cell division,,,1,mreC,rod shpae-determining protein,,
SP_2226,SPD_2053,SP_RS11365,SPT_RS11100,SPT_2244,SPD_RS10770,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,ybcJ,"Ribosome-associated protein YbcJ, S4-like RNA binding protein",,
SP_0595,SPD_0518,SP_RS02940,SPT_RS03110,SPT_0624,SPD_RS02785,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0408,SPD_0372,SP_RS02020,SPT_RS02245,SPT_0445,SPD_RS01995,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,,Membrane transport,,,2,,sodium:alanine symporter family protein,,
SP_0409,SPD_0373,SP_RS02025,SPT_RS02250,SPT_0446,SPD_RS02000,Intracellular,METABOLISM,,,Various metabolism,,,1,,,,
SP_0411,SPD_0375,SP_RS02035,SPT_RS02260,SPT_0448,SPD_RS02010,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS),spn00970,Aminoacyl-tRNA biosynthesis 
SP_1638,SPD_1450,SP_RS08075,SPT_RS07830,SPT_1577,SPD_RS07640,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,Putative metal ion-dependent transcriptional regulator,,
SP_1640,SPD_1452,SP_RS08090,SPT_RS07840,SPT_1579,SPD_RS07650,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn00061,Fatty acid biosynthesis 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn00620,Pyruvate metabolism 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn00640,Propanoate metabolism 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01100,Metabolic pathways 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01110,Biosynthesis of secondary metabolites 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01120,Microbial metabolism in diverse environments 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01130,Biosynthesis of antibiotics 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01200,Carbon metabolism 
SP_0427,SPD_0390,SP_RS02110,SPT_RS02335,SPT_0464,SPD_RS02085,Intracellular,METABOLISM,,,Lipid metabolism,,,1,accA,acetyl-CoA carboxylase subunit alpha,spn01212,Fatty acid metabolism 
SP_1660,SPD_1473,SP_RS08195,n.p,n.p.,SPD_RS07775,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_0202,SPD_0187,SP_RS00980,SPT_RS01260,SPT_0249,SPD_RS01015,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,nrdD,anaerobic ribonucleoside triphosphate reductase,spn00230,Purine metabolism 
SP_0202,SPD_0187,SP_RS00980,SPT_RS01260,SPT_0249,SPD_RS01015,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,nrdD,anaerobic ribonucleoside triphosphate reductase,spn00240,Pyrimidine metabolism 
SP_0202,SPD_0187,SP_RS00980,SPT_RS01260,SPT_0249,SPD_RS01015,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,nrdD,anaerobic ribonucleoside triphosphate reductase,spn01100,Metabolic pathways 
SP_0710,SPD_0617,SP_RS03475,SPT_RS03620,SPT_0726,SPD_RS03300,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,hisM,"ABC-type amino acid transport system, permease component",,
SP_1676,SPD_1163,SP_RS08280,SPT_RS08030,SPT_1615,SPD_RS06145,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Putative N-acetylneuraminate lyase,spn00520,Amino sugar and nucleotide sugar metabolism 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn00290,"Valine, leucine and isoleucine biosynthesis "
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn00770,Pantothenate and CoA biosynthesis 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn01100,Metabolic pathways 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn01110,Biosynthesis of secondary metabolites 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn01130,Biosynthesis of antibiotics 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn01210,2-Oxocarboxylic acid metabolism 
SP_0447,SPD_0406,SP_RS02200,SPT_RS02420,SPT_0483,SPD_RS02160,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,ilvC,ketol-acid reductoisomerase (EC 1.1.1.86),spn01230,Biosynthesis of amino acids 
SP_1480,SPD_1310,SP_RS07270,n.p,n.p.,SPD_RS06880,,HYPOTHETICAL/UNKNOWN,,,,,,1,,Hypothetical Protein,,
SP_0948,SPD_0838,SP_RS04690,SPT_RS06230,SPT_1255,SPD_RS04460,Intracellular,METABOLISM,,,Energy metabolism,,,1,,Phosphate starvation-inducible protein PhoH,,
SP_0457,SPD_0417,SP_RS02255,SPT_RS02475,SPT_0495,SPD_RS02215,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,uppP,UDP pyrophosphate phosphatase,spn00550,Peptidoglycan biosynthesis 
SP_1787,SPD_1578,SP_RS08870,SPT_RS08525,SPT_1714,SPD_RS08340,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0350,SPD_0319,SP_RS01710,n.p,n.p.,SPD_RS01700,Capsule,METABOLISM,,,Capsule metabolism,,,1,cps4E,capsular polysaccharide biosynthesis protein Cps4E,,
SP_0489,SPD_0438,SP_RS02410,SPT_RS02635,SPT_0529,SPD_RS02330,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,PAP2 family protein,spn00550,Peptidoglycan biosynthesis 
SP_0496,SPD_0443,SP_RS02445,SPT_RS02665,SPT_0534,SPD_RS02355,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,Na/Pi cotransporter II-like protein,,
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn00230,Purine metabolism 
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn00240,Pyrimidine metabolism 
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn01100,Metabolic pathways 
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn03030,DNA replication 
